,date,CS,ADMIN0,ADMIN1,ADMIN2
5950,2016-10-01,2.0,Ethiopia,Somali,Nogob
1814,2016-10-01,2.0,Ethiopia,Somali,Dollo
2044,2016-10-01,1.0,Ethiopia,SNNPR,Sheka
2046,2016-10-01,1.0,Ethiopia,SNNPR,Sidama
1790,2016-10-01,2.0,Ethiopia,Somali,Afder
3631,2016-10-01,1.0,Ethiopia,SNNPR,Alaba
5908,2016-10-01,2.0,Ethiopia,Oromia,Arsi
2051,2016-10-01,1.0,Ethiopia,SNNPR,Basketo
2052,2016-10-01,1.0,Ethiopia,SNNPR,Bench Maji
2053,2016-10-01,1.0,Ethiopia,Tigray,Central Tigray
2054,2016-10-01,1.0,Ethiopia,SNNPR,Dawro
5912,2016-10-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
2055,2016-10-01,1.0,Ethiopia,Amhara,East Gojam
5914,2016-10-01,2.0,Ethiopia,Oromia,East Shewa
3635,2016-10-01,1.0,Ethiopia,SNNPR,Gamo Gofa
2061,2016-10-01,1.0,Ethiopia,SNNPR,Gurage
2062,2016-10-01,1.0,Ethiopia,Oromia,Horo Guduru
2064,2016-10-01,1.0,Ethiopia,Oromia,Jimma
2065,2016-10-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
2066,2016-10-01,1.0,Ethiopia,SNNPR,Keffa
2068,2016-10-01,1.0,Ethiopia,SNNPR,Konta
2070,2016-10-01,1.0,Ethiopia,Gambela,Mezhenger
2071,2016-10-01,1.0,Ethiopia,Amhara,North Shewa
2074,2016-10-01,1.0,Ethiopia,Amhara,Oromia
2075,2016-10-01,1.0,Ethiopia,Amhara,South Gondar
1803,2016-10-01,2.0,Ethiopia,SNNPR,South Omo
2077,2016-10-01,1.0,Ethiopia,Amhara,South Wollo
2079,2016-10-01,1.0,Ethiopia,Amhara,Argoba
5931,2016-10-01,2.0,Ethiopia,Amhara,Wag Himra
1804,2016-10-01,2.0,Ethiopia,Oromia,West Arsi
2083,2016-10-01,1.0,Ethiopia,Oromia,West Shewa
2085,2016-10-01,1.0,Ethiopia,Tigray,West Tigray
2086,2016-10-01,1.0,Ethiopia,SNNPR,Wolayita
2087,2016-10-01,1.0,Ethiopia,SNNPR,Yem
6733,2016-10-01,3.0,Ethiopia,Afar,Gabi
5938,2016-10-01,2.0,Ethiopia,Afar,Khari
2092,2016-10-01,1.0,Ethiopia,Tigray,Northwest Tigray
2097,2016-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
2102,2016-10-01,1.0,Ethiopia,Oromia,South West Shewa
2105,2016-10-01,1.0,Ethiopia,SNNPR,Hadiya
3645,2016-10-01,1.0,Ethiopia,SNNPR,Silltie
5953,2016-10-01,2.0,Ethiopia,Oromia,North Shewa
5917,2016-10-01,2.0,Ethiopia,Harari,Harari
2104,2016-10-01,1.0,Ethiopia,Amhara,North Gondar
2082,2016-10-01,1.0,Ethiopia,Amhara,West Gojam
2050,2016-10-01,1.0,Ethiopia,Amhara,Awi
2095,2016-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
2101,2016-10-01,1.0,Ethiopia,Addis Ababa,Region 14
1981,2016-06-01,1.0,Ethiopia,SNNPR,Segen
1816,2016-06-01,2.0,Ethiopia,Oromia,Bale
1817,2016-06-01,2.0,Ethiopia,Oromia,Borena
4775,2016-06-01,1.0,Ethiopia,Somali,Jarar
1995,2016-06-01,1.0,Ethiopia,Oromia,East Wellega
1829,2016-06-01,2.0,Ethiopia,SNNPR,Gedeo
1998,2016-06-01,1.0,Ethiopia,Oromia,Gujii
2001,2016-06-01,1.0,Ethiopia,Oromia,Ilubabor
1832,2016-06-01,2.0,Ethiopia,Somali,Fafan
2006,2016-06-01,1.0,Ethiopia,Oromia,Kelem
4778,2016-06-01,1.0,Ethiopia,Somali,Korahe
1834,2016-06-01,2.0,Ethiopia,Somali,Liben
5877,2016-06-01,2.0,Ethiopia,Amhara,North Wollo
2012,2016-06-01,1.0,Ethiopia,Gambela,Nuer
6097,2016-06-01,3.0,Ethiopia,Somali,Sitti
5882,2016-06-01,2.0,Ethiopia,Tigray,South Tigray
6104,2016-06-01,3.0,Ethiopia,Oromia,West Hararge
2020,2016-06-01,1.0,Ethiopia,Oromia,West Wellega
5888,2016-06-01,2.0,Ethiopia,Afar,Awusi
5890,2016-06-01,2.0,Ethiopia,Afar,Fanti
2024,2016-06-01,1.0,Ethiopia,Somali,Shebelle
2026,2016-06-01,1.0,Ethiopia,Gambela,Itang
2027,2016-06-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
2029,2016-06-01,1.0,Ethiopia,Gambela,Agniwak
6109,2016-06-01,3.0,Ethiopia,Oromia,East Hararge
5894,2016-06-01,2.0,Ethiopia,Tigray,East Tigray
2032,2016-06-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
2033,2016-06-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5898,2016-06-01,2.0,Ethiopia,Afar,Kilbati
4780,2016-06-01,1.0,Ethiopia,Somali,Nogob
2040,2016-06-01,1.0,Ethiopia,Somali,Dollo
1983,2016-06-01,1.0,Ethiopia,SNNPR,Sheka
1985,2016-06-01,1.0,Ethiopia,SNNPR,Sidama
4774,2016-06-01,1.0,Ethiopia,Somali,Afder
4046,2016-06-01,3.0,Ethiopia,SNNPR,Alaba
1821,2016-06-01,2.0,Ethiopia,Oromia,Arsi
1989,2016-06-01,1.0,Ethiopia,SNNPR,Basketo
1990,2016-06-01,1.0,Ethiopia,SNNPR,Bench Maji
5871,2016-06-01,2.0,Ethiopia,Tigray,Central Tigray
1991,2016-06-01,1.0,Ethiopia,SNNPR,Dawro
6090,2016-06-01,3.0,Ethiopia,Dire Dawa,Dire Dawa
1993,2016-06-01,1.0,Ethiopia,Amhara,East Gojam
5873,2016-06-01,2.0,Ethiopia,Oromia,East Shewa
1996,2016-06-01,1.0,Ethiopia,SNNPR,Gamo Gofa
1999,2016-06-01,1.0,Ethiopia,SNNPR,Gurage
2000,2016-06-01,1.0,Ethiopia,Oromia,Horo Guduru
2003,2016-06-01,1.0,Ethiopia,Oromia,Jimma
2004,2016-06-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
2005,2016-06-01,1.0,Ethiopia,SNNPR,Keffa
2007,2016-06-01,1.0,Ethiopia,SNNPR,Konta
2010,2016-06-01,1.0,Ethiopia,Gambela,Mezhenger
5876,2016-06-01,2.0,Ethiopia,Amhara,North Shewa
6096,2016-06-01,3.0,Ethiopia,Amhara,Oromia
5880,2016-06-01,2.0,Ethiopia,Amhara,South Gondar
2015,2016-06-01,1.0,Ethiopia,SNNPR,South Omo
5881,2016-06-01,2.0,Ethiopia,Amhara,South Wollo
6101,2016-06-01,3.0,Ethiopia,Amhara,Argoba
6102,2016-06-01,3.0,Ethiopia,Amhara,Wag Himra
4063,2016-06-01,3.0,Ethiopia,Oromia,West Arsi
2019,2016-06-01,1.0,Ethiopia,Oromia,West Shewa
2021,2016-06-01,1.0,Ethiopia,Tigray,West Tigray
1845,2016-06-01,2.0,Ethiopia,SNNPR,Wolayita
2023,2016-06-01,1.0,Ethiopia,SNNPR,Yem
6106,2016-06-01,3.0,Ethiopia,Afar,Gabi
5891,2016-06-01,2.0,Ethiopia,Afar,Khari
1849,2016-06-01,2.0,Ethiopia,Tigray,Northwest Tigray
2030,2016-06-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
2035,2016-06-01,1.0,Ethiopia,Oromia,South West Shewa
1852,2016-06-01,2.0,Ethiopia,SNNPR,Hadiya
4081,2016-06-01,3.0,Ethiopia,SNNPR,Silltie
5902,2016-06-01,2.0,Ethiopia,Oromia,North Shewa
6092,2016-06-01,3.0,Ethiopia,Harari,Harari
2036,2016-06-01,1.0,Ethiopia,Amhara,North Gondar
2018,2016-06-01,1.0,Ethiopia,Amhara,West Gojam
1988,2016-06-01,1.0,Ethiopia,Amhara,Awi
2028,2016-06-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
2034,2016-06-01,1.0,Ethiopia,Addis Ababa,Region 14
2419,2018-06-01,2.0,Ethiopia,SNNPR,Segen
2420,2018-06-01,2.0,Ethiopia,Oromia,Bale
1858,2018-06-01,2.0,Ethiopia,Oromia,Borena
2425,2018-06-01,2.0,Ethiopia,Somali,Jarar
5154,2018-06-01,1.0,Ethiopia,Oromia,East Wellega
3918,2018-06-01,3.0,Ethiopia,SNNPR,Gedeo
5157,2018-06-01,1.0,Ethiopia,Oromia,Gujii
5160,2018-06-01,1.0,Ethiopia,Oromia,Ilubabor
1876,2018-06-01,2.0,Ethiopia,Somali,Fafan
5164,2018-06-01,1.0,Ethiopia,Oromia,Kelem
2431,2018-06-01,2.0,Ethiopia,Somali,Korahe
3923,2018-06-01,3.0,Ethiopia,Somali,Liben
1885,2018-06-01,2.0,Ethiopia,Amhara,North Wollo
5169,2018-06-01,1.0,Ethiopia,Gambela,Nuer
2434,2018-06-01,2.0,Ethiopia,Somali,Sitti
2438,2018-06-01,2.0,Ethiopia,Tigray,South Tigray
1896,2018-06-01,2.0,Ethiopia,Oromia,West Hararge
5179,2018-06-01,1.0,Ethiopia,Oromia,West Wellega
2443,2018-06-01,2.0,Ethiopia,Afar,Awusi
2445,2018-06-01,2.0,Ethiopia,Afar,Fanti
3928,2018-06-01,3.0,Ethiopia,Somali,Shebelle
5187,2018-06-01,1.0,Ethiopia,Gambela,Itang
5188,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5190,2018-06-01,1.0,Ethiopia,Gambela,Agniwak
3932,2018-06-01,3.0,Ethiopia,Oromia,East Hararge
2449,2018-06-01,2.0,Ethiopia,Tigray,East Tigray
5192,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5193,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
2450,2018-06-01,2.0,Ethiopia,Afar,Kilbati
3933,2018-06-01,3.0,Ethiopia,Somali,Nogob
3934,2018-06-01,3.0,Ethiopia,Somali,Dollo
5141,2018-06-01,1.0,Ethiopia,SNNPR,Sheka
1859,2018-06-01,2.0,Ethiopia,SNNPR,Sidama
3916,2018-06-01,3.0,Ethiopia,Somali,Afder
1861,2018-06-01,2.0,Ethiopia,SNNPR,Alaba
5146,2018-06-01,1.0,Ethiopia,Oromia,Arsi
1863,2018-06-01,2.0,Ethiopia,SNNPR,Basketo
5149,2018-06-01,1.0,Ethiopia,SNNPR,Bench Maji
2424,2018-06-01,2.0,Ethiopia,Tigray,Central Tigray
1866,2018-06-01,2.0,Ethiopia,SNNPR,Dawro
1868,2018-06-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
5152,2018-06-01,1.0,Ethiopia,Amhara,East Gojam
5153,2018-06-01,1.0,Ethiopia,Oromia,East Shewa
1871,2018-06-01,2.0,Ethiopia,SNNPR,Gamo Gofa
5158,2018-06-01,1.0,Ethiopia,SNNPR,Gurage
5159,2018-06-01,1.0,Ethiopia,Oromia,Horo Guduru
5161,2018-06-01,1.0,Ethiopia,Oromia,Jimma
1878,2018-06-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5163,2018-06-01,1.0,Ethiopia,SNNPR,Keffa
5165,2018-06-01,1.0,Ethiopia,SNNPR,Konta
5167,2018-06-01,1.0,Ethiopia,Gambela,Mezhenger
5168,2018-06-01,1.0,Ethiopia,Amhara,North Shewa
5170,2018-06-01,1.0,Ethiopia,Amhara,Oromia
1888,2018-06-01,2.0,Ethiopia,Amhara,South Gondar
1889,2018-06-01,2.0,Ethiopia,SNNPR,South Omo
1890,2018-06-01,2.0,Ethiopia,Amhara,South Wollo
5174,2018-06-01,1.0,Ethiopia,Amhara,Argoba
2439,2018-06-01,2.0,Ethiopia,Amhara,Wag Himra
5175,2018-06-01,1.0,Ethiopia,Oromia,West Arsi
5178,2018-06-01,1.0,Ethiopia,Oromia,West Shewa
5180,2018-06-01,1.0,Ethiopia,Tigray,West Tigray
1898,2018-06-01,2.0,Ethiopia,SNNPR,Wolayita
5181,2018-06-01,1.0,Ethiopia,SNNPR,Yem
1901,2018-06-01,2.0,Ethiopia,Afar,Gabi
1903,2018-06-01,2.0,Ethiopia,Afar,Khari
5186,2018-06-01,1.0,Ethiopia,Tigray,Northwest Tigray
5191,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5195,2018-06-01,1.0,Ethiopia,Oromia,South West Shewa
1911,2018-06-01,2.0,Ethiopia,SNNPR,Hadiya
1912,2018-06-01,2.0,Ethiopia,SNNPR,Silltie
5199,2018-06-01,1.0,Ethiopia,Oromia,North Shewa
1875,2018-06-01,2.0,Ethiopia,Harari,Harari
5196,2018-06-01,1.0,Ethiopia,Amhara,North Gondar
5176,2018-06-01,1.0,Ethiopia,Amhara,West Gojam
5147,2018-06-01,1.0,Ethiopia,Amhara,Awi
5189,2018-06-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
5194,2018-06-01,1.0,Ethiopia,Addis Ababa,Region 14
2487,2012-01-01,3.0,Ethiopia,SNNPR,Segen
2488,2012-01-01,3.0,Ethiopia,Oromia,Bale
2489,2012-01-01,3.0,Ethiopia,Oromia,Borena
2494,2012-01-01,3.0,Ethiopia,Somali,Jarar
5779,2012-01-01,1.0,Ethiopia,Oromia,East Wellega
2916,2012-01-01,2.0,Ethiopia,SNNPR,Gedeo
4769,2012-01-01,4.0,Ethiopia,Oromia,Gujii
5785,2012-01-01,1.0,Ethiopia,Oromia,Ilubabor
2500,2012-01-01,3.0,Ethiopia,Somali,Fafan
5788,2012-01-01,1.0,Ethiopia,Oromia,Kelem
2503,2012-01-01,3.0,Ethiopia,Somali,Korahe
2504,2012-01-01,3.0,Ethiopia,Somali,Liben
2505,2012-01-01,3.0,Ethiopia,Amhara,North Wollo
2928,2012-01-01,2.0,Ethiopia,Gambela,Nuer
2508,2012-01-01,3.0,Ethiopia,Somali,Sitti
2934,2012-01-01,2.0,Ethiopia,Tigray,South Tigray
2938,2012-01-01,2.0,Ethiopia,Oromia,West Hararge
5801,2012-01-01,1.0,Ethiopia,Oromia,West Wellega
2942,2012-01-01,2.0,Ethiopia,Afar,Awusi
2944,2012-01-01,2.0,Ethiopia,Afar,Fanti
2521,2012-01-01,3.0,Ethiopia,Somali,Shebelle
5808,2012-01-01,1.0,Ethiopia,Gambela,Itang
5809,2012-01-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5811,2012-01-01,1.0,Ethiopia,Gambela,Agniwak
2952,2012-01-01,2.0,Ethiopia,Oromia,East Hararge
2953,2012-01-01,2.0,Ethiopia,Tigray,East Tigray
5813,2012-01-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5814,2012-01-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
2529,2012-01-01,3.0,Ethiopia,Afar,Kilbati
2531,2012-01-01,3.0,Ethiopia,Somali,Nogob
2532,2012-01-01,3.0,Ethiopia,Somali,Dollo
5769,2012-01-01,1.0,Ethiopia,SNNPR,Sheka
2902,2012-01-01,2.0,Ethiopia,SNNPR,Sidama
2490,2012-01-01,3.0,Ethiopia,Somali,Afder
2904,2012-01-01,2.0,Ethiopia,SNNPR,Alaba
5772,2012-01-01,1.0,Ethiopia,Oromia,Arsi
5774,2012-01-01,1.0,Ethiopia,SNNPR,Basketo
5775,2012-01-01,1.0,Ethiopia,SNNPR,Bench Maji
2909,2012-01-01,2.0,Ethiopia,Tigray,Central Tigray
5776,2012-01-01,1.0,Ethiopia,SNNPR,Dawro
6974,2012-01-01,99.0,Ethiopia,Dire Dawa,Dire Dawa
5777,2012-01-01,1.0,Ethiopia,Amhara,East Gojam
5778,2012-01-01,1.0,Ethiopia,Oromia,East Shewa
2915,2012-01-01,2.0,Ethiopia,SNNPR,Gamo Gofa
5783,2012-01-01,1.0,Ethiopia,SNNPR,Gurage
5784,2012-01-01,1.0,Ethiopia,Oromia,Horo Guduru
5786,2012-01-01,1.0,Ethiopia,Oromia,Jimma
2922,2012-01-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5787,2012-01-01,1.0,Ethiopia,SNNPR,Keffa
5789,2012-01-01,1.0,Ethiopia,SNNPR,Konta
5790,2012-01-01,1.0,Ethiopia,Gambela,Mezhenger
5791,2012-01-01,1.0,Ethiopia,Amhara,North Shewa
2929,2012-01-01,2.0,Ethiopia,Amhara,Oromia
2931,2012-01-01,2.0,Ethiopia,Amhara,South Gondar
2510,2012-01-01,3.0,Ethiopia,SNNPR,South Omo
2933,2012-01-01,2.0,Ethiopia,Amhara,South Wollo
2935,2012-01-01,2.0,Ethiopia,Amhara,Argoba
2514,2012-01-01,3.0,Ethiopia,Amhara,Wag Himra
5797,2012-01-01,1.0,Ethiopia,Oromia,West Arsi
5800,2012-01-01,1.0,Ethiopia,Oromia,West Shewa
5802,2012-01-01,1.0,Ethiopia,Tigray,West Tigray
2940,2012-01-01,2.0,Ethiopia,SNNPR,Wolayita
5804,2012-01-01,1.0,Ethiopia,SNNPR,Yem
2943,2012-01-01,2.0,Ethiopia,Afar,Gabi
2945,2012-01-01,2.0,Ethiopia,Afar,Khari
2947,2012-01-01,2.0,Ethiopia,Tigray,Northwest Tigray
5812,2012-01-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5816,2012-01-01,1.0,Ethiopia,Oromia,South West Shewa
2959,2012-01-01,2.0,Ethiopia,SNNPR,Hadiya
2961,2012-01-01,2.0,Ethiopia,SNNPR,Silltie
5820,2012-01-01,1.0,Ethiopia,Oromia,North Shewa
6976,2012-01-01,99.0,Ethiopia,Harari,Harari
5817,2012-01-01,1.0,Ethiopia,Amhara,North Gondar
5798,2012-01-01,1.0,Ethiopia,Amhara,West Gojam
5773,2012-01-01,1.0,Ethiopia,Amhara,Awi
5810,2012-01-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6984,2012-01-01,99.0,Ethiopia,Addis Ababa,Region 14
2665,2012-04-01,3.0,Ethiopia,SNNPR,Segen
2666,2012-04-01,3.0,Ethiopia,Oromia,Bale
2667,2012-04-01,3.0,Ethiopia,Oromia,Borena
2675,2012-04-01,3.0,Ethiopia,Somali,Jarar
5415,2012-04-01,1.0,Ethiopia,Oromia,East Wellega
3261,2012-04-01,2.0,Ethiopia,SNNPR,Gedeo
2681,2012-04-01,3.0,Ethiopia,Oromia,Gujii
5421,2012-04-01,1.0,Ethiopia,Oromia,Ilubabor
2683,2012-04-01,3.0,Ethiopia,Somali,Fafan
5425,2012-04-01,1.0,Ethiopia,Oromia,Kelem
2688,2012-04-01,3.0,Ethiopia,Somali,Korahe
2689,2012-04-01,3.0,Ethiopia,Somali,Liben
2690,2012-04-01,3.0,Ethiopia,Amhara,North Wollo
3272,2012-04-01,2.0,Ethiopia,Gambela,Nuer
2691,2012-04-01,3.0,Ethiopia,Somali,Sitti
3278,2012-04-01,2.0,Ethiopia,Tigray,South Tigray
3282,2012-04-01,2.0,Ethiopia,Oromia,West Hararge
5437,2012-04-01,1.0,Ethiopia,Oromia,West Wellega
3287,2012-04-01,2.0,Ethiopia,Afar,Awusi
3289,2012-04-01,2.0,Ethiopia,Afar,Fanti
2704,2012-04-01,3.0,Ethiopia,Somali,Shebelle
5443,2012-04-01,1.0,Ethiopia,Gambela,Itang
5444,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5446,2012-04-01,1.0,Ethiopia,Gambela,Agniwak
3297,2012-04-01,2.0,Ethiopia,Oromia,East Hararge
3298,2012-04-01,2.0,Ethiopia,Tigray,East Tigray
5448,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5449,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
2711,2012-04-01,3.0,Ethiopia,Afar,Kilbati
2714,2012-04-01,3.0,Ethiopia,Somali,Nogob
2716,2012-04-01,3.0,Ethiopia,Somali,Dollo
5406,2012-04-01,1.0,Ethiopia,SNNPR,Sheka
3248,2012-04-01,2.0,Ethiopia,SNNPR,Sidama
2669,2012-04-01,3.0,Ethiopia,Somali,Afder
3250,2012-04-01,2.0,Ethiopia,SNNPR,Alaba
3251,2012-04-01,2.0,Ethiopia,Oromia,Arsi
5410,2012-04-01,1.0,Ethiopia,SNNPR,Basketo
5411,2012-04-01,1.0,Ethiopia,SNNPR,Bench Maji
3255,2012-04-01,2.0,Ethiopia,Tigray,Central Tigray
5412,2012-04-01,1.0,Ethiopia,SNNPR,Dawro
6987,2012-04-01,99.0,Ethiopia,Dire Dawa,Dire Dawa
5413,2012-04-01,1.0,Ethiopia,Amhara,East Gojam
5414,2012-04-01,1.0,Ethiopia,Oromia,East Shewa
2679,2012-04-01,3.0,Ethiopia,SNNPR,Gamo Gofa
5419,2012-04-01,1.0,Ethiopia,SNNPR,Gurage
5420,2012-04-01,1.0,Ethiopia,Oromia,Horo Guduru
5422,2012-04-01,1.0,Ethiopia,Oromia,Jimma
2685,2012-04-01,3.0,Ethiopia,SNNPR,Kembata Tembaro
5424,2012-04-01,1.0,Ethiopia,SNNPR,Keffa
5426,2012-04-01,1.0,Ethiopia,SNNPR,Konta
5427,2012-04-01,1.0,Ethiopia,Gambela,Mezhenger
3270,2012-04-01,2.0,Ethiopia,Amhara,North Shewa
3273,2012-04-01,2.0,Ethiopia,Amhara,Oromia
3275,2012-04-01,2.0,Ethiopia,Amhara,South Gondar
2693,2012-04-01,3.0,Ethiopia,SNNPR,South Omo
3277,2012-04-01,2.0,Ethiopia,Amhara,South Wollo
3279,2012-04-01,2.0,Ethiopia,Amhara,Argoba
2696,2012-04-01,3.0,Ethiopia,Amhara,Wag Himra
5433,2012-04-01,1.0,Ethiopia,Oromia,West Arsi
5436,2012-04-01,1.0,Ethiopia,Oromia,West Shewa
5438,2012-04-01,1.0,Ethiopia,Tigray,West Tigray
2699,2012-04-01,3.0,Ethiopia,SNNPR,Wolayita
5440,2012-04-01,1.0,Ethiopia,SNNPR,Yem
3288,2012-04-01,2.0,Ethiopia,Afar,Gabi
3290,2012-04-01,2.0,Ethiopia,Afar,Khari
3292,2012-04-01,2.0,Ethiopia,Tigray,Northwest Tigray
5447,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5451,2012-04-01,1.0,Ethiopia,Oromia,South West Shewa
3304,2012-04-01,2.0,Ethiopia,SNNPR,Hadiya
3306,2012-04-01,2.0,Ethiopia,SNNPR,Silltie
3307,2012-04-01,2.0,Ethiopia,Oromia,North Shewa
6989,2012-04-01,99.0,Ethiopia,Harari,Harari
5452,2012-04-01,1.0,Ethiopia,Amhara,North Gondar
5434,2012-04-01,1.0,Ethiopia,Amhara,West Gojam
5409,2012-04-01,1.0,Ethiopia,Amhara,Awi
5445,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6997,2012-04-01,99.0,Ethiopia,Addis Ababa,Region 14
3076,2013-07-01,2.0,Ethiopia,SNNPR,Segen
5311,2013-07-01,2.0,Ethiopia,Oromia,Bale
3078,2013-07-01,2.0,Ethiopia,Oromia,Borena
5315,2013-07-01,2.0,Ethiopia,Somali,Jarar
5627,2013-07-01,1.0,Ethiopia,Oromia,East Wellega
3091,2013-07-01,2.0,Ethiopia,SNNPR,Gedeo
3092,2013-07-01,2.0,Ethiopia,Oromia,Gujii
5633,2013-07-01,1.0,Ethiopia,Oromia,Ilubabor
5321,2013-07-01,2.0,Ethiopia,Somali,Fafan
5636,2013-07-01,1.0,Ethiopia,Oromia,Kelem
5322,2013-07-01,2.0,Ethiopia,Somali,Korahe
5323,2013-07-01,2.0,Ethiopia,Somali,Liben
5838,2013-07-01,3.0,Ethiopia,Amhara,North Wollo
5640,2013-07-01,1.0,Ethiopia,Gambela,Nuer
5841,2013-07-01,3.0,Ethiopia,Somali,Sitti
5844,2013-07-01,3.0,Ethiopia,Tigray,South Tigray
5848,2013-07-01,3.0,Ethiopia,Oromia,West Hararge
5648,2013-07-01,1.0,Ethiopia,Oromia,West Wellega
5849,2013-07-01,3.0,Ethiopia,Afar,Awusi
5333,2013-07-01,2.0,Ethiopia,Afar,Fanti
5335,2013-07-01,2.0,Ethiopia,Somali,Shebelle
5653,2013-07-01,1.0,Ethiopia,Gambela,Itang
5654,2013-07-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5656,2013-07-01,1.0,Ethiopia,Gambela,Agniwak
5858,2013-07-01,3.0,Ethiopia,Oromia,East Hararge
5859,2013-07-01,3.0,Ethiopia,Tigray,East Tigray
5658,2013-07-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5659,2013-07-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5861,2013-07-01,3.0,Ethiopia,Afar,Kilbati
5344,2013-07-01,2.0,Ethiopia,Somali,Nogob
5346,2013-07-01,2.0,Ethiopia,Somali,Dollo
5617,2013-07-01,1.0,Ethiopia,SNNPR,Sheka
3079,2013-07-01,2.0,Ethiopia,SNNPR,Sidama
5823,2013-07-01,3.0,Ethiopia,Somali,Afder
5824,2013-07-01,3.0,Ethiopia,SNNPR,Alaba
5620,2013-07-01,1.0,Ethiopia,Oromia,Arsi
5622,2013-07-01,1.0,Ethiopia,SNNPR,Basketo
5623,2013-07-01,1.0,Ethiopia,SNNPR,Bench Maji
5827,2013-07-01,3.0,Ethiopia,Tigray,Central Tigray
5624,2013-07-01,1.0,Ethiopia,SNNPR,Dawro
5828,2013-07-01,3.0,Ethiopia,Dire Dawa,Dire Dawa
5625,2013-07-01,1.0,Ethiopia,Amhara,East Gojam
5626,2013-07-01,1.0,Ethiopia,Oromia,East Shewa
3090,2013-07-01,2.0,Ethiopia,SNNPR,Gamo Gofa
5631,2013-07-01,1.0,Ethiopia,SNNPR,Gurage
5632,2013-07-01,1.0,Ethiopia,Oromia,Horo Guduru
5634,2013-07-01,1.0,Ethiopia,Oromia,Jimma
3098,2013-07-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5635,2013-07-01,1.0,Ethiopia,SNNPR,Keffa
5637,2013-07-01,1.0,Ethiopia,SNNPR,Konta
5638,2013-07-01,1.0,Ethiopia,Gambela,Mezhenger
5639,2013-07-01,1.0,Ethiopia,Amhara,North Shewa
5840,2013-07-01,3.0,Ethiopia,Amhara,Oromia
5641,2013-07-01,1.0,Ethiopia,Amhara,South Gondar
3108,2013-07-01,2.0,Ethiopia,SNNPR,South Omo
5843,2013-07-01,3.0,Ethiopia,Amhara,South Wollo
5845,2013-07-01,3.0,Ethiopia,Amhara,Argoba
5846,2013-07-01,3.0,Ethiopia,Amhara,Wag Himra
5644,2013-07-01,1.0,Ethiopia,Oromia,West Arsi
5647,2013-07-01,1.0,Ethiopia,Oromia,West Shewa
5649,2013-07-01,1.0,Ethiopia,Tigray,West Tigray
3113,2013-07-01,2.0,Ethiopia,SNNPR,Wolayita
5650,2013-07-01,1.0,Ethiopia,SNNPR,Yem
5332,2013-07-01,2.0,Ethiopia,Afar,Gabi
5334,2013-07-01,2.0,Ethiopia,Afar,Khari
3116,2013-07-01,2.0,Ethiopia,Tigray,Northwest Tigray
5657,2013-07-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5661,2013-07-01,1.0,Ethiopia,Oromia,South West Shewa
3123,2013-07-01,2.0,Ethiopia,SNNPR,Hadiya
5865,2013-07-01,3.0,Ethiopia,SNNPR,Silltie
5866,2013-07-01,3.0,Ethiopia,Oromia,North Shewa
5833,2013-07-01,3.0,Ethiopia,Harari,Harari
5662,2013-07-01,1.0,Ethiopia,Amhara,North Gondar
5645,2013-07-01,1.0,Ethiopia,Amhara,West Gojam
5621,2013-07-01,1.0,Ethiopia,Amhara,Awi
5655,2013-07-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6938,2013-07-01,99.0,Ethiopia,Addis Ababa,Region 14
4499,2013-01-01,2.0,Ethiopia,SNNPR,Segen
